CodiceBambino,Gruppo,DC,SO,MC,CI,CR,VC,LN,RM,CO,RS,QI.totale,IndiceComprensioneVerbale,IndiceRagionamentoPercettivo,IndiceMemoriaLavoro,IndiceVelocitaElaborazione
2300,DSA,9,12,9,12,9,8,8,8,13,12,100,106,98,91,103
2301,DSA,8,9,3,10,8,11,6,7,10,10,85,100,89,67,94
2302,DSA,9,10,5,10,4,9,5,9,6,7,79,90,96,70,74
2303,DSA,15,11,6,16,7,8,8,15,11,10,106,100,134,82,91
2304,DSA,10,9,10,10,7,11,9,12,10,6,95,100,104,97,80
2305,DSA,8,4,6,7,6,6,10,13,7,9,81,74,96,88,85
2306,DSA,13,15,14,11,10,16,13,11,13,12,123,128,111,121,106
2307,DSA,10,14,11,12,11,14,7,14,12,10,112,120,113,94,103
2308,DSA,10,13,6,13,7,13,6,9,15,6,98,122,104,76,80
2309,DSA,8,9,8,9,11,11,8,9,13,12,98,106,91,88,109
2310,DSA,11,10,5,12,4,7,8,9,8,7,85,90,104,79,74
2311,DSA,13,13,9,12,6,15,14,16,13,9,116,122,124,109,85
2312,DSA,11,9,7,10,7,7,6,9,8,14,90,88,100,79,103
2313,DSA,9,7,7,11,9,8,5,6,5,8,80,80,91,76,91
2314,DSA,9,13,9,7,13,9,9,14,10,15,106,104,100,94,123
2315,DSA,8,10,5,9,9,15,11,4,14,6,93,118,81,88,85
2316,DSA,11,7,9,11,9,9,11,5,10,11,94,92,94,100,100
2317,DSA,14,13,11,16,8,15,10,19,12,9,122,120,141,103,91
2318,DSA,11,11,10,14,11,11,14,11,9,7,107,102,113,112,94
2319,DSA,14,6,11,10,10,8,9,9,8,5,92,84,106,100,85
2320,DSA,11,12,9,10,4,9,6,9,13,9,94,108,100,85,80
2321,DSA,11,15,12,10,11,10,11,13,11,15,115,112,109,109,118
2322,DSA,12,9,3,11,11,10,9,7,13,12,98,104,100,76,109
2323,DSA,8,4,5,6,7,10,4,10,8,11,78,84,87,67,94
2324,DSA,14,10,6,16,4,11,5,8,10,5,91,102,117,73,68
2325,DSA,12,11,9,11,10,10,9,14,11,9,105,104,115,94,97
2326,DSA,7,8,8,4,13,9,5,9,6,11,84,86,78,79,112
2327,DSA,15,11,5,16,13,9,9,16,13,9,113,106,136,82,106
2328,DSA,12,12,7,12,10,14,7,9,15,14,110,122,106,82,112
2329,DSA,12,11,8,10,9,7,6,7,11,9,92,98,98,82,94
2330,DSA,9,5,7,11,9,4,7,6,10,11,83,78,91,82,100
2331,DSA,4,10,6,13,5,7,6,5,7,8,77,88,83,76,80
2332,DSA,9,4,8,11,5,9,9,9,12,9,88,90,98,91,82
2333,DSA,9,10,6,6,9,9,5,7,9,9,83,96,83,73,94
2334,DSA,11,13,6,11,8,14,5,8,16,10,102,126,100,73,94
2335,DSA,10,8,9,9,4,7,11,10,11,6,88,92,98,100,71
2336,DSA,10,8,10,7,5,8,9,15,8,11,93,88,104,97,88
2337,DSA,5,10,5,13,7,11,9,11,13,6,92,108,98,82,80
2338,DSA,8,7,9,9,5,5,12,7,7,3,77,78,87,103,65
2339,DSA,10,11,12,12,4,9,11,9,13,7,98,106,102,109,74
2340,DSA,9,9,9,17,12,7,9,9,14,7,102,100,111,94,97
2341,DSA,4,3,5,4,12,4,7,4,5,8,64,65,61,76,100
2342,DSA,9,13,10,6,4,11,9,9,11,8,92,110,87,97,77
2343,DSA,13,14,9,14,4,12,9,13,15,8,109,122,121,94,77
2344,DSA,12,10,8,9,9,13,9,10,8,7,96,102,102,91,88
2345,DSA,7,8,7,7,9,12,9,13,9,9,92,98,94,88,94
2346,DSA,9,6,8,11,10,11,11,8,6,6,89,86,96,97,88
2347,DSA,15,11,8,10,10,11,6,13,14,10,106,112,117,82,100
2348,DSA,12,8,8,11,11,4,5,11,10,11,93,84,109,79,106
2349,DSA,8,11,7,14,8,8,9,9,14,10,98,106,102,88,94
2350,DSA,12,7,9,9,12,10,8,13,12,10,102,98,109,91,106
2351,DSA,13,13,14,10,8,11,14,6,11,10,108,110,98,124,94
2352,DSA,6,7,10,8,5,6,9,9,8,11,83,82,85,97,88
2353,DSA,8,9,11,10,8,8,7,10,12,5,90,98,96,94,80
2354,DSA,15,14,12,13,9,15,10,14,13,13,123,124,126,106,106
2355,DSA,11,6,12,14,4,7,12,13,6,8,94,78,117,112,77
2356,DSA,9,6,9,8,6,6,8,12,3,8,80,70,98,91,82
2357,DSA,14,12,8,5,8,12,5,5,13,5,89,114,87,79,80
2358,DSA,16,5,10,10,12,10,6,16,11,9,104,92,126,88,103
2359,DSA,4,11,6,11,9,10,4,10,13,11,91,108,89,70,100
2360,DSA,10,18,14,14,10,15,10,11,15,9,121,135,111,112,97
2361,DSA,10,16,4,16,6,14,14,14,16,9,115,131,121,94,85
2362,DSA,12,11,8,5,4,9,9,9,12,7,89,104,91,91,74
2363,DSA,15,14,9,15,11,11,8,11,11,13,115,112,124,91,112
2364,DSA,12,6,3,7,8,8,7,9,5,10,80,78,96,70,94
2365,DSA,13,14,7,9,9,12,8,11,15,11,107,122,106,85,100
2366,DSA,6,7,8,9,7,5,8,6,7,9,77,78,81,88,88
2367,DSA,13,11,8,9,4,12,10,9,11,6,94,108,102,94,71
2368,DSA,12,7,8,10,14,9,11,13,12,11,106,96,111,97,115
2369,DSA,8,13,5,8,8,8,8,8,11,7,87,104,87,79,85
2370,DSA,9,9,6,10,8,9,12,11,9,8,93,94,100,94,88
2371,DSA,12,11,11,12,11,8,13,12,15,10,112,108,113,112,103
2372,DSA,6,9,5,12,7,10,7,8,15,10,91,108,91,76,91
2373,DSA,10,9,8,10,12,10,6,12,6,12,96,90,104,82,112
2374,DSA,18,15,12,14,9,15,7,15,15,13,127,129,136,97,106
2375,DSA,5,7,5,5,14,11,8,9,13,6,86,102,76,79,100
2376,DSA,11,14,9,10,10,17,8,13,14,9,112,129,109,91,97
2377,DSA,10,5,8,11,9,6,5,8,5,12,83,72,98,79,103
2378,DSA,8,5,7,6,15,3,10,8,5,13,84,67,83,91,123
2379,DSA,9,4,7,6,6,5,9,8,6,9,75,70,85,88,85
2380,DSA,11,8,5,11,9,5,9,11,6,9,87,78,106,82,94
2381,DSA,9,11,6,12,6,14,4,12,11,14,99,112,106,70,100
2382,DSA,8,12,11,11,9,9,9,11,13,15,106,108,100,100,112
2383,DSA,11,12,15,12,14,9,10,10,11,13,114,104,106,115,120
2384,DSA,13,8,6,5,9,7,9,11,9,10,89,88,98,85,97
2385,DSA,13,11,10,12,13,11,5,11,17,10,110,118,113,85,109
2386,DSA,9,5,7,11,7,10,7,7,12,7,85,94,94,82,82
2387,DSA,9,6,4,8,12,6,8,7,10,13,86,84,87,76,115
2388,DSA,9,10,8,11,11,7,7,10,9,12,95,92,100,85,109
2389,DSA,10,6,9,9,9,6,8,4,5,8,79,74,85,91,91
2390,DSA,5,5,9,9,9,5,7,11,8,10,82,76,89,88,97
2391,DSA,9,11,3,14,7,11,8,9,11,12,96,106,104,73,97
2392,DSA,10,12,7,10,12,7,5,15,8,11,98,94,111,76,109
2393,DSA,6,8,6,9,7,8,8,9,11,5,81,94,87,82,77
2394,DSA,14,13,10,13,11,15,9,13,16,7,117,128,121,97,94
2395,DSA,14,9,9,12,10,7,11,13,4,8,98,80,119,100,94
2396,DSA,12,12,8,9,10,11,10,11,13,14,108,112,104,94,112
2397,DSA,14,15,11,13,9,14,11,16,19,11,127,135,128,106,100
2398,DSA,7,13,6,8,9,10,8,11,14,9,96,114,91,82,94
2399,DSA,11,14,11,13,7,13,9,9,8,7,102,110,106,100,82
2400,DSA,13,13,12,15,12,11,11,12,5,11,112,98,121,109,109
2401,DSA,10,8,4,11,8,8,10,9,4,12,87,80,100,82,100
2402,DSA,9,10,6,8,10,15,8,9,10,8,94,110,91,82,94
2403,DSA,14,13,12,17,11,13,8,12,10,10,116,112,128,100,103
2404,DSA,12,9,12,11,6,10,5,10,8,9,94,94,106,91,85
2405,DSA,9,7,13,13,14,12,9,13,8,11,107,94,111,106,115
2406,DSA,7,8,6,6,9,7,9,11,12,10,88,94,87,85,97
2407,DSA,11,15,5,16,7,13,5,14,13,13,110,122,124,70,100
2408,DSA,8,11,9,12,5,12,8,13,17,8,102,120,106,91,80
2409,DSA,12,8,6,12,10,7,10,12,12,9,98,94,113,88,97
2410,DSA,8,7,10,12,12,11,4,10,10,9,94,96,100,82,103
2411,DSA,11,17,13,15,10,16,13,16,17,13,133,139,126,118,109
2412,DSA,8,9,11,13,8,10,11,7,8,10,96,94,96,106,94
2413,DSA,11,19,9,13,9,14,11,11,11,6,111,128,111,100,85
2414,DSA,11,14,9,13,4,10,6,11,11,5,95,110,111,85,68
2415,DSA,11,7,2,7,8,11,5,13,8,11,86,92,102,62,97
2416,DSA,9,10,11,5,7,12,7,8,13,13,96,110,83,94,100
2417,DSA,13,6,11,10,7,8,12,10,13,14,103,94,106,109,103
2418,DSA,11,11,8,10,7,11,9,7,10,8,94,104,96,91,85
2419,DSA,11,12,10,12,8,11,6,12,10,10,102,106,111,88,94
2420,DSA,12,8,11,10,13,10,9,16,9,11,107,94,117,100,112
2421,DSA,13,13,9,9,8,12,8,15,14,10,109,118,115,91,94
2422,DSA,5,10,6,9,14,14,11,14,10,8,101,108,96,91,106
2423,DSA,8,6,9,12,12,11,8,12,12,14,103,98,104,91,118
2424,DSA,5,6,9,3,12,8,7,7,11,7,80,90,68,88,97
2425,DSA,8,7,7,5,11,7,9,11,6,7,82,80,87,88,94
2426,DSA,12,12,11,14,9,11,10,8,11,7,104,108,109,103,88
2427,DSA,18,11,7,13,10,14,11,10,14,8,113,118,124,94,94
2428,DSA,7,13,14,11,6,16,14,12,15,3,109,128,100,124,68
2429,DSA,8,8,6,11,9,5,8,7,9,6,81,84,91,82,85
2430,DSA,10,12,10,9,10,14,8,9,9,8,99,110,96,94,94
2431,DSA,11,10,10,9,9,12,9,12,14,4,100,112,104,97,80
2432,DSA,10,11,9,15,7,10,5,13,9,6,96,100,117,82,80
2433,DSA,13,15,11,15,11,13,10,12,19,13,126,133,121,103,112
2434,DSA,8,10,8,5,15,7,4,6,5,13,85,84,76,76,123
2435,DSA,10,13,7,9,4,13,6,11,15,8,97,122,100,79,77
2436,DSA,11,1,10,8,8,7,8,13,6,7,83,69,104,94,85
2437,DSA,12,10,9,14,13,12,13,13,10,6,110,104,119,106,97
2438,DSA,11,6,5,15,7,11,7,8,10,11,93,94,109,76,94
2439,DSA,10,13,5,9,2,13,9,5,13,8,89,118,87,82,71
2440,DSA,13,12,8,11,8,11,7,10,8,11,99,102,109,85,97
2441,DSA,11,9,10,16,13,10,10,7,10,14,108,98,109,100,120
2442,DSA,10,8,7,9,10,9,7,11,7,12,92,88,100,82,106
2443,DSA,11,14,7,8,9,12,9,11,14,10,104,120,100,88,97
2444,DSA,11,10,8,11,10,8,5,11,10,7,93,96,106,79,91
2445,DSA,9,16,9,9,8,19,11,12,15,11,115,139,100,100,97
2446,DSA,11,8,6,14,7,4,12,14,7,10,94,78,119,94,91
2447,DSA,8,13,10,9,11,9,15,10,12,10,106,108,94,115,103
2448,DSA,12,10,8,13,8,16,9,13,8,9,105,108,117,91,91
2449,DSA,8,7,6,11,8,9,8,15,8,9,91,88,109,82,91
2450,DSA,9,8,11,11,2,8,7,8,12,4,84,96,96,94,59
2451,DSA,12,9,5,11,9,9,5,6,9,5,84,94,98,70,82
2452,DSA,11,11,10,13,10,15,10,14,14,15,119,120,117,100,115
2453,DSA,10,10,8,9,8,9,7,9,6,6,85,90,96,85,82
2454,DSA,12,12,9,13,8,15,9,13,14,7,110,122,117,94,85
2455,DSA,8,11,6,13,5,10,9,7,9,9,89,100,96,85,82
2456,DSA,9,12,6,8,5,9,7,6,14,4,84,110,85,79,68
2457,DSA,8,9,9,12,3,7,6,7,7,6,79,86,94,85,68
2458,DSA,12,11,7,13,6,14,11,10,12,5,101,114,111,94,74
2459,DSA,8,15,8,11,10,15,10,10,15,8,108,129,98,94,94
2460,DSA,10,9,5,10,13,8,10,12,7,11,96,88,104,85,112
2461,DSA,7,10,8,11,4,11,4,11,12,10,90,106,98,76,82
2462,DSA,5,8,12,16,6,8,7,11,8,13,95,88,104,97,97
2463,DSA,11,15,12,17,13,17,13,12,16,11,130,135,121,115,112
2464,DSA,10,16,12,12,7,12,8,9,14,8,106,124,102,100,85
2465,DSA,11,5,6,10,11,6,6,11,10,8,87,82,104,76,97
2466,DSA,7,13,6,18,5,8,5,9,14,7,94,110,109,73,77
2467,DSA,12,11,9,12,6,18,10,13,13,1,104,124,115,97,62
2468,DSA,10,11,10,9,6,8,10,9,6,12,93,90,96,100,94
2469,DSA,8,11,9,9,8,12,4,7,13,6,89,112,87,79,82
2470,DSA,9,9,8,9,7,7,7,12,9,8,88,90,100,85,85
2471,DSA,14,9,4,12,10,7,11,13,13,7,100,98,119,85,91
2472,DSA,8,7,7,9,7,14,7,9,15,10,94,112,91,82,91
2473,DSA,10,11,12,11,7,11,9,8,13,8,100,110,98,103,85
2474,DSA,12,10,10,13,8,11,6,15,12,11,106,106,121,88,97
2475,DSA,8,11,9,13,10,9,9,10,17,7,102,114,102,94,91
2476,DSA,7,10,7,9,7,10,8,10,10,12,92,100,91,85,97
2477,DSA,11,7,8,10,7,10,7,7,11,11,91,96,96,85,94
2478,DSA,10,9,4,11,8,9,5,12,10,16,95,96,106,67,112
2479,DSA,11,12,10,10,7,15,8,18,12,7,108,118,119,94,82
2480,DSA,12,15,9,6,9,15,10,16,11,7,108,122,109,97,88
2481,DSA,15,11,8,13,9,15,7,11,7,12,106,106,119,85,103
2482,DSA,9,11,9,7,11,13,9,11,10,11,101,108,94,94,106
2483,DSA,17,12,6,11,11,8,9,13,10,8,104,100,124,85,97
2484,DSA,7,5,12,17,11,8,10,10,11,9,100,88,109,106,100
2485,DSA,12,12,5,14,5,11,8,17,11,8,102,108,128,79,80
2486,DSA,14,10,8,12,10,13,10,11,13,9,108,112,115,94,97
2487,DSA,12,11,9,12,13,9,6,10,11,9,102,102,109,85,106
2488,DSA,11,10,6,14,4,18,8,13,13,10,106,122,117,82,82
2489,DSA,11,15,9,10,4,11,9,13,10,8,100,112,109,94,77
2490,DSA,10,5,7,7,4,5,10,13,11,7,83,82,100,91,74
2491,DSA,11,9,3,8,8,9,8,9,11,6,85,98,96,73,82
2492,DSA,13,9,7,4,8,9,11,10,10,12,94,96,94,94,100
2493,DSA,11,12,2,11,4,9,6,17,13,11,97,108,119,65,85
2494,DSA,3,9,10,4,5,9,8,8,11,6,78,98,68,94,74
2495,DSA,14,8,7,8,4,9,4,8,9,9,84,92,100,73,80
2496,DSA,8,7,5,10,8,11,9,7,11,9,88,98,89,82,91
2497,DSA,6,11,8,15,9,9,6,11,9,12,97,98,104,82,103
2498,DSA,14,15,7,16,9,12,7,11,12,11,111,118,124,82,100
2499,DSA,17,13,11,15,13,17,13,15,17,13,136,133,136,112,118
2500,DSA,11,7,5,9,7,7,8,9,6,10,83,80,98,79,91
2501,DSA,11,10,9,16,9,9,15,13,13,8,110,104,121,112,91
2502,DSA,9,9,6,8,6,5,9,11,8,10,85,84,96,85,88
2503,DSA,4,7,9,5,6,6,10,4,10,4,72,86,63,97,71
2504,DSA,9,8,8,9,7,15,7,8,13,5,91,112,91,85,77
2505,DSA,17,11,6,15,6,14,7,14,14,12,113,118,134,79,94
2506,DSA,7,7,7,9,8,3,11,7,10,9,82,80,85,94,91
2507,DSA,7,10,6,8,5,8,9,7,13,6,83,102,83,85,74
2508,DSA,8,8,11,8,8,10,5,7,11,9,88,98,85,88,91
2509,DSA,13,11,3,16,13,13,9,10,13,12,110,114,119,76,115
2510,DSA,6,10,3,10,1,8,4,11,9,5,73,94,94,62,59
2511,DSA,11,5,1,10,8,9,6,10,8,4,77,84,102,62,77
2512,DSA,6,8,8,11,9,11,11,15,7,8,95,92,104,97,91
2513,DSA,9,12,11,18,6,12,7,12,15,7,107,118,119,94,80
2514,DSA,12,11,8,15,2,12,3,10,9,9,93,104,115,73,74
2515,DSA,15,17,10,12,3,13,12,16,12,8,115,124,128,106,74
2516,DSA,11,13,14,10,8,11,12,12,10,7,106,108,106,118,85
2517,DSA,11,14,9,14,8,16,12,11,12,8,112,124,113,103,88
2518,DSA,15,6,5,10,11,11,7,10,10,14,99,94,111,76,115
2519,DSA,8,8,6,14,9,7,8,6,10,10,89,90,96,82,97
2520,DSA,9,10,6,8,7,9,10,10,10,11,92,98,94,88,94
2521,DSA,15,11,10,15,9,14,11,15,13,8,117,116,132,103,91
2522,DSA,9,10,13,10,10,13,8,15,10,9,106,106,109,103,97
2523,DSA,7,8,7,8,11,10,5,8,8,8,84,92,85,76,97
2524,DSA,9,8,8,11,9,4,8,10,7,14,90,78,100,88,109
2525,DSA,7,8,9,13,6,5,10,11,7,6,85,80,102,97,77
2526,DSA,12,13,9,13,7,12,10,12,16,8,110,122,115,97,85
2527,DSA,11,12,12,7,7,12,12,10,15,7,104,118,96,112,82
2528,DSA,9,10,8,6,8,14,11,10,10,9,96,108,89,97,91
2529,DSA,9,10,7,10,6,10,8,10,11,9,92,102,98,85,85
2530,DSA,13,14,8,9,9,11,10,11,11,7,102,112,106,94,88
2531,DSA,6,7,4,8,3,7,3,11,7,5,69,82,89,62,65
2532,DSA,8,10,11,11,12,10,9,10,13,11,104,106,98,100,109
2533,DSA,11,11,7,14,12,12,10,8,16,9,108,118,106,91,103
2534,DSA,10,12,7,10,10,7,12,11,7,10,97,92,102,97,100
2535,DSA,9,14,10,12,8,12,11,7,12,12,106,116,96,103,100
2536,DSA,15,10,7,10,9,13,9,12,15,11,109,116,115,88,100
2537,DSA,5,4,9,4,12,11,6,6,6,9,77,82,68,85,103
2538,DSA,6,3,6,8,8,7,7,9,8,11,78,76,85,79,97
2539,DSA,14,7,10,10,13,6,9,11,7,12,99,80,111,97,115
2540,DSA,10,10,9,16,7,13,7,13,17,7,107,120,119,88,82
2541,DSA,9,7,5,9,11,4,9,13,10,8,88,82,102,82,97
2542,DSA,10,3,6,6,7,4,4,8,8,9,72,70,87,70,88
2543,DSA,12,10,11,12,11,14,9,11,13,15,115,114,111,100,118
2544,DSA,4,7,7,11,8,9,9,11,10,15,93,92,91,88,109
2545,DSA,8,13,6,11,7,11,3,13,5,10,89,98,104,67,91
2546,DSA,7,9,10,10,12,9,8,8,14,12,99,104,89,94,112
2547,DSA,10,13,6,12,5,14,8,10,9,9,97,112,104,82,82
2548,DSA,14,12,8,15,8,12,7,14,16,10,113,120,128,85,94
2549,DSA,16,18,12,13,8,13,15,17,16,7,128,133,134,121,85
2550,DSA,17,16,7,14,8,11,8,14,9,10,111,112,132,85,94
2551,DSA,9,10,14,14,11,7,9,14,1,10,99,76,115,109,103
2552,DSA,9,8,8,14,9,13,7,12,7,9,97,96,111,85,94
2553,DSA,13,11,9,9,7,11,7,10,9,6,94,102,104,88,80
2554,DSA,13,11,8,16,14,13,7,13,14,15,119,116,126,85,126
2555,DSA,11,14,9,13,6,13,9,14,19,12,116,131,117,94,94
2556,DSA,11,10,6,14,7,7,5,10,15,11,97,104,111,73,94
2557,DSA,8,7,5,9,7,8,7,4,5,7,73,80,81,76,82
2558,DSA,13,10,8,16,6,12,12,16,12,4,107,108,132,100,71
2559,DSA,15,11,1,14,10,14,7,13,11,11,106,112,126,65,103
2560,DSA,7,6,4,14,9,5,2,10,8,6,77,78,102,59,85
2561,DSA,7,14,7,12,7,15,9,12,14,8,104,126,102,88,85
2562,DSA,9,12,9,10,4,12,6,11,12,7,94,112,100,85,74
2563,DSA,9,9,6,8,13,12,8,12,14,11,102,110,98,82,112
2564,DSA,16,13,9,17,8,15,10,13,12,11,119,120,134,97,97
2565,DSA,10,14,10,12,6,12,8,8,12,6,98,116,100,94,77
2566,DSA,14,15,8,9,14,14,10,11,11,11,114,120,109,94,115
2567,DSA,12,8,5,12,7,6,8,12,10,12,94,88,113,79,97
2568,DSA,14,8,14,11,5,8,10,10,10,9,99,92,111,112,82
2569,DSA,13,16,11,15,8,11,8,8,12,9,109,118,113,97,91
2570,DSA,8,5,5,7,6,6,9,7,9,6,74,80,83,82,77
2571,DSA,9,7,9,4,4,8,5,10,6,11,78,82,85,82,85
2572,DSA,10,18,4,14,9,16,6,15,13,12,114,133,119,70,103
2573,DSA,13,11,11,10,7,6,9,9,11,12,99,96,104,100,97
2574,DSA,16,14,12,13,11,15,11,17,13,13,128,124,134,109,112
2575,DSA,13,11,8,8,5,12,7,6,11,2,86,108,94,85,62
2576,DSA,7,10,11,10,12,14,12,13,14,11,111,116,100,109,109
2577,DSA,7,11,12,14,6,14,14,13,11,10,110,112,109,118,88
2578,DSA,11,10,11,11,9,7,8,10,13,8,98,100,104,97,91
2579,DSA,13,12,11,12,6,15,11,11,15,13,115,124,113,106,97
2580,DSA,10,9,14,11,13,10,12,16,9,12,113,96,115,118,115
2581,DSA,9,6,8,7,7,10,8,10,9,10,87,90,91,88,91
2582,DSA,9,8,10,13,7,12,10,12,6,9,97,92,109,100,88
2583,DSA,8,8,7,11,12,12,10,13,10,10,101,100,104,91,106
2584,DSA,8,8,3,5,7,8,7,10,11,8,80,94,85,70,85
2585,DSA,7,8,10,14,8,7,8,8,8,8,89,86,98,94,88
2586,DSA,1,8,7,13,7,11,7,5,10,7,81,98,76,82,82
2587,DSA,9,12,5,5,8,10,7,9,12,6,86,108,85,76,82
2588,DSA,11,12,13,7,7,10,13,10,9,6,98,102,96,118,80
2589,DSA,8,15,6,9,6,12,9,14,16,4,99,126,102,85,71
2590,DSA,9,10,7,10,7,8,9,15,10,5,92,96,109,88,77
2591,DSA,9,8,5,7,7,7,4,11,8,7,78,86,94,67,82
2592,DSA,7,13,8,11,5,13,9,8,12,6,94,116,91,91,74
2593,DSA,14,6,5,15,11,8,11,16,8,14,106,84,132,88,115
2594,DSA,8,11,6,11,9,11,8,5,10,10,91,104,87,82,97
2595,DSA,12,13,7,11,8,15,9,15,11,9,108,118,117,88,91
2596,DSA,9,13,9,8,13,12,8,9,14,11,105,118,91,91,112
2597,DSA,8,11,6,10,9,11,10,11,9,9,95,102,98,88,94
2598,DSA,5,14,11,13,6,14,10,9,16,10,106,128,94,103,88
2599,DSA,10,11,6,8,3,7,1,8,3,5,69,82,91,62,65
2600,DSA,7,6,7,11,12,10,12,8,6,11,92,84,91,97,109
2601,DSA,16,11,9,9,8,11,14,10,15,12,112,114,111,109,100
2602,DSA,8,12,8,19,8,11,10,13,10,6,104,106,121,94,82
2603,DSA,11,14,9,11,4,12,3,13,12,10,99,116,111,76,82
2604,DSA,14,7,6,9,5,9,7,12,9,6,87,90,111,79,74
2605,DSA,11,10,12,13,7,13,8,15,13,8,108,112,119,100,85
2606,DSA,9,11,7,9,10,5,4,8,11,6,84,94,91,73,88
2607,DSA,15,13,5,13,12,13,10,17,9,10,114,110,132,85,106
2608,DSA,12,14,5,9,12,8,8,9,10,10,98,104,100,79,106
2609,DSA,14,8,6,15,7,10,9,16,11,6,102,98,132,85,80
2610,DSA,9,8,11,10,6,8,4,12,6,10,87,84,102,85,88
2611,DSA,6,9,6,10,6,12,6,5,15,8,86,112,81,76,82
2612,DSA,7,10,6,13,8,11,11,8,13,9,97,108,96,91,91
2613,DSA,9,5,8,4,9,7,8,12,11,9,85,86,89,88,94
2614,DSA,9,7,13,12,4,14,10,11,15,6,101,112,104,109,71
2615,DSA,12,11,7,13,11,11,6,12,13,12,106,110,115,79,109
2616,DSA,12,8,8,10,7,9,7,4,11,3,83,96,91,85,71
2617,DSA,12,10,12,10,12,8,11,9,11,15,108,98,102,109,120
2618,DSA,13,13,9,15,9,16,10,12,14,11,118,126,121,97,100
2619,DSA,7,10,9,15,9,13,10,11,13,11,106,112,106,97,100
2620,DSA,8,9,10,13,8,8,11,14,11,13,104,96,111,103,103
2621,DSA,7,15,8,6,9,13,10,9,11,8,97,118,83,94,91
2622,DSA,12,6,11,9,9,8,11,13,7,9,96,82,109,106,94
2623,DSA,7,11,8,9,10,9,5,9,12,11,93,104,89,79,103
2624,DSA,6,5,6,7,11,5,4,8,8,12,77,76,81,70,109
2625,DSA,9,11,3,12,7,10,8,11,13,15,99,108,104,73,106
2626,DSA,6,7,7,11,9,8,7,8,5,11,83,80,89,82,100
2627,DSA,11,13,8,11,10,12,8,10,10,12,104,110,104,88,106
2628,DSA,10,14,7,12,7,12,11,7,11,10,101,114,98,94,91
2629,DSA,11,16,11,15,9,7,11,15,12,10,114,110,124,106,97
2630,DSA,10,9,7,10,9,11,8,12,7,11,95,94,104,85,100
2631,DSA,10,15,9,11,10,14,9,15,12,11,113,122,113,94,103
2632,DSA,11,8,8,10,9,8,10,8,8,8,90,88,98,94,91
2633,DSA,13,9,14,17,6,9,9,12,11,11,109,98,126,109,91
2634,DSA,14,14,4,12,10,14,12,19,10,14,119,116,132,88,112
2635,DSA,11,12,10,14,8,12,8,10,10,11,105,108,111,94,97
2636,DSA,10,13,10,13,11,11,8,15,14,13,115,116,117,94,112
2637,DSA,13,14,4,14,5,16,8,17,14,7,110,128,130,76,77
2638,DSA,15,7,4,10,11,8,8,7,11,14,96,92,104,76,115
2639,DSA,9,8,7,15,15,5,11,10,8,11,99,82,109,94,118
2640,DSA,10,12,7,15,8,11,8,10,10,10,101,106,111,85,94
2641,DSA,17,14,8,13,14,15,11,18,17,10,130,131,139,97,112
2642,DSA,11,13,8,11,4,13,10,8,14,12,103,120,100,94,88
2643,DSA,11,11,10,11,9,10,6,12,13,5,98,108,109,88,82
2644,DSA,12,13,4,15,12,9,8,7,13,12,104,110,109,76,112
2645,DSA,9,11,7,12,10,11,5,12,13,10,100,110,106,76,100
2646,DSA,12,13,9,10,1,15,10,14,10,12,105,116,113,97,80
2647,DSA,8,8,6,6,5,8,9,7,8,7,77,88,81,85,77
2648,DSA,8,7,7,10,10,7,10,9,9,9,89,86,94,91,97
2649,DSA,13,4,5,10,8,5,8,11,10,5,83,78,109,79,80
2650,DSA,12,11,13,12,12,13,11,12,11,16,119,110,113,112,123
2651,DSA,13,11,7,10,11,12,7,13,14,7,104,114,113,82,94
2652,DSA,6,7,9,14,9,13,7,12,7,12,97,94,104,88,103
2653,DSA,16,18,6,11,1,14,6,12,16,5,104,135,119,76,59
2654,DSA,10,12,5,9,8,9,8,8,10,8,89,102,94,79,88
2655,DSA,10,15,11,15,5,15,10,12,18,11,118,135,115,103,88
2656,DSA,16,13,10,13,12,12,8,17,12,14,122,114,134,94,118
2657,DSA,7,11,4,10,12,10,5,8,7,15,91,96,89,67,120
2658,DSA,8,10,8,10,9,7,6,9,10,12,91,94,94,82,103
2659,DSA,9,13,4,7,10,11,6,11,13,8,94,114,94,70,94
2660,DSA,11,8,6,12,13,7,7,9,9,10,94,88,104,79,109
2661,DSA,11,6,12,8,6,9,10,8,7,11,90,84,94,106,91
2662,DSA,10,10,9,13,14,9,9,8,11,11,103,100,102,94,115
2663,DSA,6,5,5,11,1,7,5,12,3,9,71,70,98,70,71
2664,DSA,11,16,8,12,10,14,11,12,14,11,115,128,111,97,103
2665,DSA,11,10,11,10,13,8,9,16,12,10,108,100,115,100,109
2666,DSA,14,15,9,10,9,12,11,10,13,12,112,120,109,100,103
2667,DSA,10,15,7,11,9,13,10,8,14,9,105,124,98,91,94
2668,DSA,8,9,2,3,6,6,9,5,4,10,69,78,70,73,88
2669,DSA,10,9,7,16,11,13,9,10,8,9,102,100,113,88,100
2670,DSA,10,14,13,17,13,14,8,12,11,14,121,118,119,103,120
2671,DSA,10,8,10,7,12,7,9,13,9,14,99,88,100,97,118
2672,DSA,12,10,10,8,5,12,9,16,9,8,99,102,113,97,80
2673,DSA,9,15,5,12,8,12,10,8,14,11,103,122,98,85,97
2674,DSA,10,8,10,7,9,4,10,11,5,10,87,74,96,100,97
